algorithm,text_1,text_2,text_1_size,text_2_size,time,space
dpopt,gift_of_the_magi,raven,250,240,1072062,3604480
memo,gift_of_the_magi,raven,250,250,30966262,10153984
dp,gift_of_the_magi,raven,250,250,1416716,3801088
dpopt,gift_of_the_magi,raven,250,250,1110626,3604480
memo,gift_of_the_magi,raven,250,260,33054010,10416128
dp,gift_of_the_magi,raven,250,260,1503862,3801088
dpopt,gift_of_the_magi,raven,250,260,1206002,3604480
memo,gift_of_the_magi,raven,250,270,32621221,10678272
dp,gift_of_the_magi,raven,250,270,1498041,3801088
dpopt,gift_of_the_magi,raven,250,270,1202572,3604480
memo,gift_of_the_magi,raven,250,280,36241337,11071488
dp,gift_of_the_magi,raven,250,280,1530041,3801088
dpopt,gift_of_the_magi,raven,250,280,1234079,3604480
memo,gift_of_the_magi,raven,250,290,35991339,11333632
dp,gift_of_the_magi,raven,250,290,1689646,3932160
dpopt,gift_of_the_magi,raven,250,290,1280544,3604480
memo,gift_of_the_magi,raven,250,300,37995539,11726848
dp,gift_of_the_magi,raven,250,300,1957187,3932160
dpopt,gift_of_the_magi,raven,250,300,1640567,3604480
memo,gift_of_the_magi,raven,260,10,1344834,3993600
dp,gift_of_the_magi,raven,260,10,173416,3604480
dpopt,gift_of_the_magi,raven,260,10,205756,3604480
memo,gift_of_the_magi,raven,260,20,2446802,4124672
dp,gift_of_the_magi,raven,260,20,232871,3604480
dpopt,gift_of_the_magi,raven,260,20,246530,3604480
memo,gift_of_the_magi,raven,260,30,3112612,4255744
dp,gift_of_the_magi,raven,260,30,281611,3670016
dpopt,gift_of_the_magi,raven,260,30,293327,3604480
memo,gift_of_the_magi,raven,260,40,5714090,4517888
dp,gift_of_the_magi,raven,260,40,342657,3670016
dpopt,gift_of_the_magi,raven,260,40,332495,3604480
memo,gift_of_the_magi,raven,260,50,6740286,4653056
dp,gift_of_the_magi,raven,260,50,432889,3674112
dpopt,gift_of_the_magi,raven,260,50,400401,3608576
memo,gift_of_the_magi,raven,260,60,7221792,4915200
dp,gift_of_the_magi,raven,260,60,423519,3674112
dpopt,gift_of_the_magi,raven,260,60,381588,3608576
memo,gift_of_the_magi,raven,260,70,9288023,5177344
dp,gift_of_the_magi,raven,260,70,479434,3674112
dpopt,gift_of_the_magi,raven,260,70,436241,3608576
memo,gift_of_the_magi,raven,260,80,10498359,5439488
dp,gift_of_the_magi,raven,260,80,546345,3674112
dpopt,gift_of_the_magi,raven,260,80,475553,3608576
memo,gift_of_the_magi,raven,260,90,11267362,5701632
dp,gift_of_the_magi,raven,260,90,637326,3674112
dpopt,gift_of_the_magi,raven,260,90,532254,3608576
memo,gift_of_the_magi,raven,260,100,12649738,5963776
dp,gift_of_the_magi,raven,260,100,640905,3674112
dpopt,gift_of_the_magi,raven,260,100,601757,3608576
memo,gift_of_the_magi,raven,260,110,13843881,6225920
dp,gift_of_the_magi,raven,260,110,743418,3674112
dpopt,gift_of_the_magi,raven,260,110,599245,3608576
memo,gift_of_the_magi,raven,260,120,15464512,6488064
dp,gift_of_the_magi,raven,260,120,802797,3674112
dpopt,gift_of_the_magi,raven,260,120,723432,3608576
memo,gift_of_the_magi,raven,260,130,17891774,6881280
dp,gift_of_the_magi,raven,260,130,855358,3674112
dpopt,gift_of_the_magi,raven,260,130,741736,3608576
memo,gift_of_the_magi,raven,260,140,18771268,7143424
dp,gift_of_the_magi,raven,260,140,872148,3674112
dpopt,gift_of_the_magi,raven,260,140,735028,3608576
memo,gift_of_the_magi,raven,260,150,19228638,7278592
dp,gift_of_the_magi,raven,260,150,981824,3809280
dpopt,gift_of_the_magi,raven,260,150,767259,3612672
memo,gift_of_the_magi,raven,260,160,21700524,7671808
dp,gift_of_the_magi,raven,260,160,1126590,3809280
dpopt,gift_of_the_magi,raven,260,160,848006,3612672
memo,gift_of_the_magi,raven,260,170,22012431,7933952
dp,gift_of_the_magi,raven,260,170,1123676,3809280
dpopt,gift_of_the_magi,raven,260,170,823763,3612672
memo,gift_of_the_magi,raven,260,180,22324353,8196096
dp,gift_of_the_magi,raven,260,180,1107230,3809280
dpopt,gift_of_the_magi,raven,260,180,873641,3612672
memo,gift_of_the_magi,raven,260,190,24458673,8589312
dp,gift_of_the_magi,raven,260,190,1133941,3809280
dpopt,gift_of_the_magi,raven,260,190,965006,3612672
memo,gift_of_the_magi,raven,260,200,25117368,8851456
dp,gift_of_the_magi,raven,260,200,1244505,3809280
dpopt,gift_of_the_magi,raven,260,200,1000295,3612672
memo,gift_of_the_magi,raven,260,210,25372469,9113600
dp,gift_of_the_magi,raven,260,210,1245755,3809280
dpopt,gift_of_the_magi,raven,260,210,1020438,3612672
memo,gift_of_the_magi,raven,260,220,27220141,9375744
dp,gift_of_the_magi,raven,260,220,1374078,3809280
dpopt,gift_of_the_magi,raven,260,220,1045744,3612672
memo,gift_of_the_magi,raven,260,230,28252102,9768960
dp,gift_of_the_magi,raven,260,230,1351329,3809280
dpopt,gift_of_the_magi,raven,260,230,1088871,3612672
memo,gift_of_the_magi,raven,260,240,30316971,10031104
dp,gift_of_the_magi,raven,260,240,1811177,3809280
dpopt,gift_of_the_magi,raven,260,240,1197511,3612672
memo,gift_of_the_magi,raven,260,250,32109499,10424320
dp,gift_of_the_magi,raven,260,250,1496132,3809280
dpopt,gift_of_the_magi,raven,260,250,1150484,3612672
memo,gift_of_the_magi,raven,260,260,34553178,10821632
dp,gift_of_the_magi,raven,260,260,1558647,3813376
dpopt,gift_of_the_magi,raven,260,260,1249947,3616768
memo,gift_of_the_magi,raven,260,270,34281357,10952704
dp,gift_of_the_magi,raven,260,270,1602700,3813376
dpopt,gift_of_the_magi,raven,260,270,1266124,3616768
memo,gift_of_the_magi,raven,260,280,37658094,11345920
dp,gift_of_the_magi,raven,260,280,1665452,3944448
dpopt,gift_of_the_magi,raven,260,280,1266411,3616768
memo,gift_of_the_magi,raven,260,290,38320740,11739136
dp,gift_of_the_magi,raven,260,290,1707263,3944448
dpopt,gift_of_the_magi,raven,260,290,1393987,3616768
memo,gift_of_the_magi,raven,260,300,38244999,12132352
dp,gift_of_the_magi,raven,260,300,1723810,3944448
dpopt,gift_of_the_magi,raven,260,300,1357942,3616768
memo,gift_of_the_magi,raven,270,10,1152000,4005888
dp,gift_of_the_magi,raven,270,10,211849,3616768
dpopt,gift_of_the_magi,raven,270,10,184995,3616768
memo,gift_of_the_magi,raven,270,20,2119131,4136960
dp,gift_of_the_magi,raven,270,20,255209,3616768
dpopt,gift_of_the_magi,raven,270,20,225794,3616768
memo,gift_of_the_magi,raven,270,30,2988742,4268032
dp,gift_of_the_magi,raven,270,30,350142,3682304
dpopt,gift_of_the_magi,raven,270,30,280677,3616768
memo,gift_of_the_magi,raven,270,40,6028389,4530176
dp,gift_of_the_magi,raven,270,40,438607,3682304
dpopt,gift_of_the_magi,raven,270,40,316395,3616768
memo,gift_of_the_magi,raven,270,50,6800528,4792320
dp,gift_of_the_magi,raven,270,50,451723,3682304
dpopt,gift_of_the_magi,raven,270,50,386744,3616768
memo,gift_of_the_magi,raven,270,60,7454478,4923392
dp,gift_of_the_magi,raven,270,60,432798,3682304
dpopt,gift_of_the_magi,raven,270,60,394676,3616768
memo,gift_of_the_magi,raven,270,70,9480232,5320704
dp,gift_of_the_magi,raven,270,70,488379,3686400
dpopt,gift_of_the_magi,raven,270,70,419337,3620864
memo,gift_of_the_magi,raven,270,80,10171041,5582848
dp,gift_of_the_magi,raven,270,80,515810,3686400
dpopt,gift_of_the_magi,raven,270,80,463510,3620864
memo,gift_of_the_magi,raven,270,90,11234247,5713920
dp,gift_of_the_magi,raven,270,90,655959,3686400
dpopt,gift_of_the_magi,raven,270,90,595841,3620864
memo,gift_of_the_magi,raven,270,100,12438991,6107136
dp,gift_of_the_magi,raven,270,100,622245,3686400
dpopt,gift_of_the_magi,raven,270,100,543045,3620864
memo,gift_of_the_magi,raven,270,110,13861624,6369280
dp,gift_of_the_magi,raven,270,110,778629,3686400
dpopt,gift_of_the_magi,raven,270,110,617517,3620864
memo,gift_of_the_magi,raven,270,120,16006738,6631424
dp,gift_of_the_magi,raven,270,120,843522,3686400
dpopt,gift_of_the_magi,raven,270,120,681145,3620864
memo,gift_of_the_magi,raven,270,130,18506760,6893568
dp,gift_of_the_magi,raven,270,130,909663,3686400
dpopt,gift_of_the_magi,raven,270,130,738073,3620864
memo,gift_of_the_magi,raven,270,140,20147509,7286784
dp,gift_of_the_magi,raven,270,140,962969,3686400
dpopt,gift_of_the_magi,raven,270,140,813717,3620864
memo,gift_of_the_magi,raven,270,150,20850033,7548928
dp,gift_of_the_magi,raven,270,150,1012429,3817472
dpopt,gift_of_the_magi,raven,270,150,846802,3620864
memo,gift_of_the_magi,raven,270,160,21463684,7942144
dp,gift_of_the_magi,raven,270,160,1070013,3817472
dpopt,gift_of_the_magi,raven,270,160,837929,3620864
memo,gift_of_the_magi,raven,270,170,22808227,8077312
dp,gift_of_the_magi,raven,270,170,1134501,3821568
dpopt,gift_of_the_magi,raven,270,170,916943,3624960
memo,gift_of_the_magi,raven,270,180,24374107,8470528
dp,gift_of_the_magi,raven,270,180,1193159,3821568
dpopt,gift_of_the_magi,raven,270,180,972398,3624960
memo,gift_of_the_magi,raven,270,190,26425177,8863744
dp,gift_of_the_magi,raven,270,190,1233125,3821568
dpopt,gift_of_the_magi,raven,270,190,1017973,3624960
memo,gift_of_the_magi,raven,270,200,27061739,9125888
dp,gift_of_the_magi,raven,270,200,1300333,3821568
dpopt,gift_of_the_magi,raven,270,200,1017817,3624960
memo,gift_of_the_magi,raven,270,210,26851933,9388032
dp,gift_of_the_magi,raven,270,210,1368755,3821568
dpopt,gift_of_the_magi,raven,270,210,1057424,3624960
memo,gift_of_the_magi,raven,270,220,28598828,9781248
dp,gift_of_the_magi,raven,270,220,1429370,3821568
dpopt,gift_of_the_magi,raven,270,220,1083606,3624960
memo,gift_of_the_magi,raven,270,230,30242584,10043392
dp,gift_of_the_magi,raven,270,230,1415312,3821568
dpopt,gift_of_the_magi,raven,270,230,1115886,3624960
memo,gift_of_the_magi,raven,270,240,31288598,10305536
dp,gift_of_the_magi,raven,270,240,1458033,3821568
dpopt,gift_of_the_magi,raven,270,240,1162514,3624960
memo,gift_of_the_magi,raven,270,250,32441512,10829824
dp,gift_of_the_magi,raven,270,250,1521418,3821568
dpopt,gift_of_the_magi,raven,270,250,1221000,3624960
memo,gift_of_the_magi,raven,270,260,35918989,11091968
dp,gift_of_the_magi,raven,270,260,1592684,3821568
dpopt,gift_of_the_magi,raven,270,260,1243163,3624960
memo,gift_of_the_magi,raven,270,270,36644764,11354112
dp,gift_of_the_magi,raven,270,270,1695316,3952640
dpopt,gift_of_the_magi,raven,270,270,1360988,3624960
memo,gift_of_the_magi,raven,270,280,38508732,11751424
dp,gift_of_the_magi,raven,270,280,1670747,3956736
dpopt,gift_of_the_magi,raven,270,280,1321840,3629056
memo,gift_of_the_magi,raven,270,290,39541609,12144640
dp,gift_of_the_magi,raven,270,290,1807705,3956736
dpopt,gift_of_the_magi,raven,270,290,1386601,3629056
memo,gift_of_the_magi,raven,270,300,40428443,12537856
dp,gift_of_the_magi,raven,270,300,1869065,3956736
dpopt,gift_of_the_magi,raven,270,300,1406823,3629056
memo,gift_of_the_magi,raven,280,10,1253759,4018176
dp,gift_of_the_magi,raven,280,10,132282,3629056
dpopt,gift_of_the_magi,raven,280,10,190701,3629056
memo,gift_of_the_magi,raven,280,20,2331289,4149248
dp,gift_of_the_magi,raven,280,20,186607,3629056
dpopt,gift_of_the_magi,raven,280,20,246637,3629056
memo,gift_of_the_magi,raven,280,30,3312610,4280320
dp,gift_of_the_magi,raven,280,30,277892,3694592
dpopt,gift_of_the_magi,raven,280,30,356830,3629056
memo,gift_of_the_magi,raven,280,40,7006712,4542464
dp,gift_of_the_magi,raven,280,40,403477,3694592
dpopt,gift_of_the_magi,raven,280,40,348534,3629056
memo,gift_of_the_magi,raven,280,50,7649750,4804608
dp,gift_of_the_magi,raven,280,50,422650,3694592
dpopt,gift_of_the_magi,raven,280,50,393368,3629056
memo,gift_of_the_magi,raven,280,60,8059186,5066752
dp,gift_of_the_magi,raven,280,60,491132,3694592
dpopt,gift_of_the_magi,raven,280,60,440704,3629056
memo,gift_of_the_magi,raven,280,70,9955112,5328896
dp,gift_of_the_magi,raven,280,70,509233,3694592
dpopt,gift_of_the_magi,raven,280,70,456439,3629056
memo,gift_of_the_magi,raven,280,80,11258239,5591040
dp,gift_of_the_magi,raven,280,80,625839,3694592
dpopt,gift_of_the_magi,raven,280,80,531613,3629056
memo,gift_of_the_magi,raven,280,90,12290058,5857280
dp,gift_of_the_magi,raven,280,90,685825,3698688
dpopt,gift_of_the_magi,raven,280,90,549561,3633152
memo,gift_of_the_magi,raven,280,100,13659726,6119424
dp,gift_of_the_magi,raven,280,100,704908,3698688
dpopt,gift_of_the_magi,raven,280,100,656381,3633152
memo,gift_of_the_magi,raven,280,110,14879331,6381568
dp,gift_of_the_magi,raven,280,110,751774,3698688
dpopt,gift_of_the_magi,raven,280,110,690968,3633152
memo,gift_of_the_magi,raven,280,120,16206361,6643712
dp,gift_of_the_magi,raven,280,120,854560,3698688
dpopt,gift_of_the_magi,raven,280,120,758397,3633152
memo,gift_of_the_magi,raven,280,130,19649302,7036928
dp,gift_of_the_magi,raven,280,130,1016848,3829760
dpopt,gift_of_the_magi,raven,280,130,830643,3633152
memo,gift_of_the_magi,raven,280,140,21476258,7299072
dp,gift_of_the_magi,raven,280,140,1002012,3829760
dpopt,gift_of_the_magi,raven,280,140,825632,3633152
memo,gift_of_the_magi,raven,280,150,22132926,7692288
dp,gift_of_the_magi,raven,280,150,1119465,3829760
dpopt,gift_of_the_magi,raven,280,150,871198,3633152
memo,gift_of_the_magi,raven,280,160,23259581,8085504
dp,gift_of_the_magi,raven,280,160,1047751,3829760
dpopt,gift_of_the_magi,raven,280,160,874073,3633152
memo,gift_of_the_magi,raven,280,170,22955195,8216576
dp,gift_of_the_magi,raven,280,170,1101789,3829760
dpopt,gift_of_the_magi,raven,280,170,912721,3633152
memo,gift_of_the_magi,raven,280,180,24055740,8478720
dp,gift_of_the_magi,raven,280,180,1218695,3829760
dpopt,gift_of_the_magi,raven,280,180,1021149,3633152
memo,gift_of_the_magi,raven,280,190,26439057,9007104
dp,gift_of_the_magi,raven,280,190,1211561,3833856
dpopt,gift_of_the_magi,raven,280,190,995256,3637248
memo,gift_of_the_magi,raven,280,200,27524085,9400320
dp,gift_of_the_magi,raven,280,200,1269747,3833856
dpopt,gift_of_the_magi,raven,280,200,1020627,3637248
memo,gift_of_the_magi,raven,280,210,27828522,9662464
dp,gift_of_the_magi,raven,280,210,1329413,3833856
dpopt,gift_of_the_magi,raven,280,210,1121408,3637248
memo,gift_of_the_magi,raven,280,220,31061901,9924608
dp,gift_of_the_magi,raven,280,220,1453412,3833856
dpopt,gift_of_the_magi,raven,280,220,1208489,3637248
memo,gift_of_the_magi,raven,280,230,31724627,10317824
dp,gift_of_the_magi,raven,280,230,1502953,3833856
dpopt,gift_of_the_magi,raven,280,230,1156606,3637248
memo,gift_of_the_magi,raven,280,240,31937931,10579968
dp,gift_of_the_magi,raven,280,240,1678928,3833856
dpopt,gift_of_the_magi,raven,280,240,1200505,3637248
memo,gift_of_the_magi,raven,280,250,33793664,11104256
dp,gift_of_the_magi,raven,280,250,1527499,3964928
dpopt,gift_of_the_magi,raven,280,250,1224382,3637248
memo,gift_of_the_magi,raven,280,260,37173214,11497472
dp,gift_of_the_magi,raven,280,260,1596847,3964928
dpopt,gift_of_the_magi,raven,280,260,1294934,3637248
memo,gift_of_the_magi,raven,280,270,38160819,11628544
dp,gift_of_the_magi,raven,280,270,1716390,3964928
dpopt,gift_of_the_magi,raven,280,270,1362199,3637248
memo,gift_of_the_magi,raven,280,280,40256480,12152832
dp,gift_of_the_magi,raven,280,280,1746614,3964928
dpopt,gift_of_the_magi,raven,280,280,1366668,3637248
memo,gift_of_the_magi,raven,280,290,42509106,12546048
dp,gift_of_the_magi,raven,280,290,1830109,3964928
dpopt,gift_of_the_magi,raven,280,290,1499948,3637248
memo,gift_of_the_magi,raven,280,300,42467350,12943360
dp,gift_of_the_magi,raven,280,300,1889513,3969024
dpopt,gift_of_the_magi,raven,280,300,1533581,3641344
memo,gift_of_the_magi,raven,290,10,1269305,4030464
dp,gift_of_the_magi,raven,290,10,134740,3641344
dpopt,gift_of_the_magi,raven,290,10,190225,3641344
memo,gift_of_the_magi,raven,290,20,2304779,4161536
dp,gift_of_the_magi,raven,290,20,202773,3706880
dpopt,gift_of_the_magi,raven,290,20,234759,3641344
memo,gift_of_the_magi,raven,290,30,3295359,4292608
dp,gift_of_the_magi,raven,290,30,302990,3706880
dpopt,gift_of_the_magi,raven,290,30,354613,3641344
memo,gift_of_the_magi,raven,290,40,7069735,4685824
dp,gift_of_the_magi,raven,290,40,395406,3706880
dpopt,gift_of_the_magi,raven,290,40,318056,3641344
memo,gift_of_the_magi,raven,290,50,7189252,4947968
dp,gift_of_the_magi,raven,290,50,462484,3706880
dpopt,gift_of_the_magi,raven,290,50,473662,3641344
memo,gift_of_the_magi,raven,290,60,8286691,5079040
dp,gift_of_the_magi,raven,290,60,489419,3706880
dpopt,gift_of_the_magi,raven,290,60,434105,3641344
memo,gift_of_the_magi,raven,290,70,10478963,5472256
dp,gift_of_the_magi,raven,290,70,587890,3706880
dpopt,gift_of_the_magi,raven,290,70,534186,3641344
memo,gift_of_the_magi,raven,290,80,11723328,5734400
dp,gift_of_the_magi,raven,290,80,659665,3706880
dpopt,gift_of_the_magi,raven,290,80,585442,3641344
memo,gift_of_the_magi,raven,290,90,12664257,5865472
dp,gift_of_the_magi,raven,290,90,645847,3706880
dpopt,gift_of_the_magi,raven,290,90,599456,3641344
memo,gift_of_the_magi,raven,290,100,14095377,6258688
dp,gift_of_the_magi,raven,290,100,730432,3706880
dpopt,gift_of_the_magi,raven,290,100,661383,3641344
memo,gift_of_the_magi,raven,290,110,14630546,6524928
dp,gift_of_the_magi,raven,290,110,828066,3710976
dpopt,gift_of_the_magi,raven,290,110,671290,3645440
memo,gift_of_the_magi,raven,290,120,17147485,6787072
dp,gift_of_the_magi,raven,290,120,888591,3710976
dpopt,gift_of_the_magi,raven,290,120,767598,3645440
memo,gift_of_the_magi,raven,290,130,20348078,7311360
dp,gift_of_the_magi,raven,290,130,970542,3842048
dpopt,gift_of_the_magi,raven,290,130,778163,3645440
memo,gift_of_the_magi,raven,290,140,21397821,7573504
dp,gift_of_the_magi,raven,290,140,997765,3842048
dpopt,gift_of_the_magi,raven,290,140,797022,3645440
memo,gift_of_the_magi,raven,290,150,21969918,7835648
dp,gift_of_the_magi,raven,290,150,1038079,3842048
dpopt,gift_of_the_magi,raven,290,150,854050,3645440
memo,gift_of_the_magi,raven,290,160,24096344,8359936
dp,gift_of_the_magi,raven,290,160,1149177,3842048
dpopt,gift_of_the_magi,raven,290,160,948555,3645440
memo,gift_of_the_magi,raven,290,170,26480380,8491008
dp,gift_of_the_magi,raven,290,170,1221955,3842048
dpopt,gift_of_the_magi,raven,290,170,994118,3645440
memo,gift_of_the_magi,raven,290,180,25972032,8753152
dp,gift_of_the_magi,raven,290,180,1251256,3842048
dpopt,gift_of_the_magi,raven,290,180,1047308,3645440
memo,gift_of_the_magi,raven,290,190,28880910,9277440
dp,gift_of_the_magi,raven,290,190,1310836,3842048
dpopt,gift_of_the_magi,raven,290,190,1072245,3645440
memo,gift_of_the_magi,raven,290,200,28225353,9539584
dp,gift_of_the_magi,raven,290,200,1407731,3842048
dpopt,gift_of_the_magi,raven,290,200,1064009,3645440
memo,gift_of_the_magi,raven,290,210,30003666,9936896
dp,gift_of_the_magi,raven,290,210,1438112,3846144
dpopt,gift_of_the_magi,raven,290,210,1174458,3649536
memo,gift_of_the_magi,raven,290,220,31409643,10067968
dp,gift_of_the_magi,raven,290,220,1438478,3846144
dpopt,gift_of_the_magi,raven,290,220,1179423,3649536
memo,gift_of_the_magi,raven,290,230,32979841,10592256
dp,gift_of_the_magi,raven,290,230,1527693,3846144
dpopt,gift_of_the_magi,raven,290,230,1193815,3649536
memo,gift_of_the_magi,raven,290,240,32732596,10723328
dp,gift_of_the_magi,raven,290,240,1535104,3977216
dpopt,gift_of_the_magi,raven,290,240,1242946,3649536
memo,gift_of_the_magi,raven,290,250,35286732,11378688
dp,gift_of_the_magi,raven,290,250,1604200,3977216
dpopt,gift_of_the_magi,raven,290,250,1276536,3649536
memo,gift_of_the_magi,raven,290,260,37969605,11771904
dp,gift_of_the_magi,raven,290,260,1658137,3977216
dpopt,gift_of_the_magi,raven,290,260,1330662,3649536
memo,gift_of_the_magi,raven,290,270,39822332,12034048
dp,gift_of_the_magi,raven,290,270,1750656,3977216
dpopt,gift_of_the_magi,raven,290,270,1373868,3649536
memo,gift_of_the_magi,raven,290,280,41902477,12558336
dp,gift_of_the_magi,raven,290,280,1838992,3977216
dpopt,gift_of_the_magi,raven,290,280,1472154,3649536
memo,gift_of_the_magi,raven,290,290,43109457,12951552
dp,gift_of_the_magi,raven,290,290,1935563,3977216
dpopt,gift_of_the_magi,raven,290,290,1457784,3649536
memo,gift_of_the_magi,raven,290,300,42957132,13213696
dp,gift_of_the_magi,raven,290,300,1949203,3977216
dpopt,gift_of_the_magi,raven,290,300,1611058,3649536
memo,gift_of_the_magi,raven,300,10,1332988,4038656
dp,gift_of_the_magi,raven,300,10,138788,3649536
dpopt,gift_of_the_magi,raven,300,10,196606,3649536
memo,gift_of_the_magi,raven,300,20,2310763,4173824
